node,nodeline,fuel,generation
AL00,AL00,Gas,588.43152846
AL00,AL00,Hydro,13257.335845470001
AL00,AL00,Solar,2108.12015579
AL00,AL00,Wind Onshore,4787.04954819
AT00,AT00,Hydro,54073.797922130005
AT00,AT00,Solar,19712.76162495
AT00,AT00,Wind Onshore,33665.72063175
AT00,AT00,Other Non RES,8334.513
AT00,AT00,Other RES,3283.1406743
AT00,AT00H2R1,Solar,12022.546930229999
AT00,AT00H2R1,Wind Onshore,33273.29977792
AT00,AT00RETE,Solar,30736.82951391
BA00,BA00,Hydro,5581.1146743399995
BA00,BA00,Solar,3543.86955219
BA00,BA00,Wind Onshore,30490.53721792
BE00,BE00,Gas,25063.11282804
BE00,BE00,Hydro,1085.35015744
BE00,BE00,Solar,12808.17836147
BE00,BE00,Wind Onshore,14455.33170883
BE00,BE00,Other Non RES,1919.42064323
BE00,BE00,Other RES,2245.73011309
BE00,BE00,Wind Offshore,27926.079369159997
BE00,BE00,Biofuels,1504.63823852
BE00,BE00H2R1,Solar,9546.47519023
BE00,BE00H2R1,Wind Onshore,15765.5252209
BE00,BE00RETE,Solar,20678.20717397
BG00,BG00,Gas,3469.5340667100004
BG00,BG00,Hydro,5665.03961053
BG00,BG00,Solar,4573.90769399
BG00,BG00,Wind Onshore,1588.39015043
BG00,BG00,Other RES,1187.74787482
BG00,BG00,Wind Offshore,336.6841772
BG00,BG00H2R1,Solar,16965.93988315
BG00,BG00H2R1,Wind Onshore,27294.855795980002
BG00,BG00RETE,Solar,10806.907055560001
CH00,CH00,Gas,119.32144701
CH00,CH00,Hydro,40931.27097543
CH00,CH00,Solar,4553.37449135
CH00,CH00,Wind Onshore,5373.8648047199995
CH00,CH00,Other Non RES,997.25274701
CH00,CH00,Other RES,8712
CH00,CH00RETE,Solar,7829.75911731
CY00,CY00,Gas,775.64836235
CY00,CY00,Solar,4110.49214973
CY00,CY00,Wind Onshore,2093.7490323
CY00,CY00,Other RES,51.84983361
CY00,CY00RETE,Solar,121.9814806
CZ00,CZ00,Gas,10329.83884217
CZ00,CZ00,Hydro,3249.26323034
CZ00,CZ00,Solar,11018.19562351
CZ00,CZ00,Wind Onshore,3493.8572457600003
CZ00,CZ00,Other Non RES,5510.65231995
CZ00,CZ00,Other RES,4340.40188473
CZ00,CZ00H2R1,Solar,17423.662866439998
CZ00,CZ00H2R1,Wind Onshore,37929.80684419
CZ00,CZ00RETE,Solar,6212.56517667
DE00,DE00,Gas,66214.42513876
DE00,DE00,Hydro,33920.55926268
DE00,DE00,Solar,78078.49425735
DE00,DE00,Wind Onshore,149254.38414238
DE00,DE00,Other Non RES,49424.32737743
DE00,DE00,Other RES,50132.88385941
DE00,DE00,Wind Offshore,234049.29559783998
DE00,DE00H2R1,Solar,23476.1645805
DE00,DE00H2R1,Wind Onshore,226986.3046544
DE00,DE00H2R4,Solar,4697.30480222
DE00,DE00H2R4,Wind Onshore,16350.51533708
DE00,DE00H2R4,Wind Offshore,47505.70763897
DE00,DE00RETE,Solar,156584.48790514
DKE1,DKE1,Gas,381.87295378
DKE1,DKE1,Solar,4145.32548978
DKE1,DKE1,Wind Onshore,8569.681495159999
DKE1,DKE1,Other Non RES,46.56947266
DKE1,DKE1,Other RES,66.01358167
DKE1,DKE1,Wind Offshore,24961.61597745
DKE1,DKE1,Biofuels,1293.00478605
DKE1,DKE1H2R1,Solar,3139.4167625
DKE1,DKE1H2R1,Wind Onshore,1918.69593084
DKE1,DKE1H2R4,Solar,1784.63108706
DKE1,DKE1H2R4,Wind Onshore,2560.56894039
DKE1,DKE1H2R4,Wind Offshore,889.52360616
DKE1,DKE1RETE,Solar,4237.63473997
DKKF,DKKF,Wind Offshore,1917.59320369
DKW1,DKW1,Gas,291.57446457
DKW1,DKW1,Solar,6449.28788652
DKW1,DKW1,Wind Onshore,8474.90179811
DKW1,DKW1,Other Non RES,128.83735401
DKW1,DKW1,Other RES,392.19747382
DKW1,DKW1,Wind Offshore,71592.24421741
DKW1,DKW1,Biofuels,1092.60278784
DKW1,DKW1H2R1,Solar,3844.49444218
DKW1,DKW1H2R1,Wind Onshore,4811.7083028100005
DKW1,DKW1H2R4,Solar,6996.46126637
DKW1,DKW1H2R4,Wind Onshore,474.34732882
DKW1,DKW1H2R4,Wind Offshore,49256.1707888
DKW1,DKW1RETE,Solar,6724.10669271
EE00,EE00,Gas,25.74430624
EE00,EE00,Solar,1054.63749948
EE00,EE00,Wind Onshore,3763.67016735
EE00,EE00,Other Non RES,1322.02498088
EE00,EE00,Other RES,1047.44701161
EE00,EE00,Wind Offshore,3710.49622816
EE00,EE00,Biofuels,336.15517098
EE00,EE00H2R1,Solar,418.1003543
EE00,EE00H2R1,Wind Onshore,3235.42324909
EE00,EE00RETE,Solar,614.53927444
ES00,ES00,Gas,28383.20495882
ES00,ES00,Hydro,41549.03972721
ES00,ES00,Solar,118109.41542365
ES00,ES00,Wind Onshore,122127.58916619999
ES00,ES00,Other Non RES,18780.71122937
ES00,ES00,Other RES,7596.62291633
ES00,ES00,Wind Offshore,16498.44570136
ES00,ES00H2R1,Solar,54751.71663527
ES00,ES00H2R1,Wind Onshore,130642.01496835
ES00,ES00HER4,Solar,9856.090590619999
ES00,ES00HER4,Wind Onshore,13108.54442321
ES00,ES00RETE,Solar,102961.18310498
FI00,FI00,Gas,18.053951389999998
FI00,FI00,Hydro,12459.33306092
FI00,FI00,Solar,5405.49570628
FI00,FI00,Wind Onshore,51960.532657740005
FI00,FI00,Other Non RES,95.76490049
FI00,FI00,Other RES,11353.2067706
FI00,FI00,Wind Offshore,25064.73311913
FI00,FI00,Biofuels,1810.2905601500001
FI00,FI00,Nuclear,6561.05291468
FI00,FI00H2R1,Wind Onshore,86995.25902734
FI00,FI00H2R4,Solar,1292.01362195
FI00,FI00H2R4,Wind Onshore,47499.17681203
FI00,FI00RETE,Solar,10790.04739231
FR00,FR00,Gas,14107.162715229999
FR00,FR00,Hydro,58622.21149631
FR00,FR00,Solar,60960.5993633
FR00,FR00,Wind Onshore,105936.56838134001
FR00,FR00,Other Non RES,4291.18990427
FR00,FR00,Other RES,11689.46413845
FR00,FR00,Wind Offshore,177730.77850257
FR00,FR00,Nuclear,89713.25265243
FR00,FR00H2R1,Solar,51349.96393418
FR00,FR00H2R1,Wind Onshore,191599.07872416
FR00,FR00H2R4,Solar,14418.8059459
FR00,FR00H2R4,Wind Onshore,7746.94242154
FR00,FR00H2R4,Wind Offshore,21161.988450110002
FR00,FR00HER4,Solar,2195.99879134
FR00,FR00HER4,Wind Onshore,1230.1849326899999
FR00,FR00HER4,Wind Offshore,2540.96200066
FR00,FR00RETE,Solar,133863.06332098
FR00,FR15,Hydro,355.76011914000003
FR00,FR15,Solar,165.87233104
FR00,FR15,Wind Onshore,74.84914001
FR00,FR15,Other RES,25.520659979999998
GR00,GR00,Gas,15554.281155329998
GR00,GR00,Hydro,7765.919060910001
GR00,GR00,Solar,10810.76247574
GR00,GR00,Wind Onshore,17095.59246371
GR00,GR00,Other RES,5027.09205878
GR00,GR00,Wind Offshore,7943.20666581
GR00,GR00H2R1,Solar,21470.96501461
GR00,GR00H2R1,Wind Onshore,22360.18344632
GR00,GR00RETE,Solar,23976.26713132
GR03,GR03,Solar,598.59023084
GR03,GR03,Wind Onshore,20666.33917797
