node,nodeline,fuel,generation
AL00,AL00,Gas,458.96303219
AL00,AL00,Hydro,12205.58451519
AL00,AL00,Solar,2179.82412994
AL00,AL00,Wind Onshore,4813.93062603
AT00,AT00,Hydro,49563.484160730004
AT00,AT00,Solar,19345.84619719
AT00,AT00,Wind Onshore,34610.64626182
AT00,AT00,Other Non RES,8337.384
AT00,AT00,Other RES,3285.21257427
AT00,AT00H2R1,Solar,12579.39842045
AT00,AT00H2R1,Wind Onshore,36278.173959809996
AT00,AT00RETE,Solar,30584.25949928
BE00,BE00,Gas,20811.140224709998
BE00,BE00,Hydro,1138.18227112
BE00,BE00,Solar,12520.38090494
BE00,BE00,Wind Onshore,15202.76154587
BE00,BE00,Other Non RES,1701.45331617
BE00,BE00,Other RES,2245.7210589399997
BE00,BE00,Biofuels,1344.71411446
BE00,BE00,Wind Offshore,30975.59228317
BE00,BE00H2R1,Solar,9384.82245159
BE00,BE00H2R1,Wind Onshore,16373.92777914
BE00,BE00RETE,Solar,20228.05180361
BG00,BG00,Gas,2809.5881401099996
BG00,BG00,Hydro,6302.2371305100005
BG00,BG00,Solar,4791.21443157
BG00,BG00,Wind Onshore,1696.48070605
BG00,BG00,Other RES,1187.74787482
BG00,BG00,Wind Offshore,363.46924893
BG00,BG00H2R1,Solar,17345.48841752
BG00,BG00H2R1,Wind Onshore,28550.78843827
BG00,BG00RETE,Solar,11254.62000052
CH00,CH00,Gas,21.06156115
CH00,CH00,Hydro,41149.30259998
CH00,CH00,Solar,4383.39511814
CH00,CH00,Wind Onshore,5748.29023755
CH00,CH00,Other Non RES,997.25274701
CH00,CH00,Other RES,8712
CH00,CH00RETE,Solar,7537.47093639
CY00,CY00,Gas,754.1824228
CY00,CY00,Solar,4199.08363439
CY00,CY00,Wind Onshore,1891.0697226099999
CY00,CY00,Other RES,51.36362743
CY00,CY00RETE,Solar,126.24490713
CZ00,CZ00,Gas,7544.929943970001
CZ00,CZ00,Hydro,2635.28930178
CZ00,CZ00,Solar,10927.28112527
CZ00,CZ00,Wind Onshore,3698.3972891000003
CZ00,CZ00,Other Non RES,5510.65231995
CZ00,CZ00,Other RES,4340.40188473
CZ00,CZ00H2R1,Solar,17612.62122495
CZ00,CZ00H2R1,Wind Onshore,39858.51307546
CZ00,CZ00RETE,Solar,6161.30340341
DE00,DE00,Gas,51350.76185181
DE00,DE00,Hydro,32063.53959934
DE00,DE00,Solar,77638.24205485
DE00,DE00,Wind Onshore,162254.70433144
DE00,DE00,Other Non RES,47021.95468398
DE00,DE00,Other RES,50049.32851813
DE00,DE00,Wind Offshore,246815.89305358002
DE00,DE00H2R1,Solar,23390.08951865
DE00,DE00H2R1,Wind Onshore,232996.55696679998
DE00,DE00H2R4,Solar,4606.58843688
DE00,DE00H2R4,Wind Onshore,16573.37618713
DE00,DE00H2R4,Wind Offshore,49494.77181745
DE00,DE00RETE,Solar,155877.51412159
DKE1,DKE1,Gas,114.65051715
DKE1,DKE1,Solar,4114.46124559
DKE1,DKE1,Wind Onshore,9294.39977303
DKE1,DKE1,Other Non RES,44.57128252
DKE1,DKE1,Other RES,64.2554667
DKE1,DKE1,Biofuels,1031.2457233999999
DKE1,DKE1,Wind Offshore,27033.7099811
DKE1,DKE1H2R1,Solar,3071.79849199
DKE1,DKE1H2R1,Wind Onshore,1961.42056245
DKE1,DKE1H2R4,Solar,1761.49108102
DKE1,DKE1H2R4,Wind Onshore,2822.2635634099997
DKE1,DKE1H2R4,Wind Offshore,986.12195155
DKE1,DKE1RETE,Solar,4273.83849344
DKW1,DKW1,Gas,121.56427784
DKW1,DKW1,Solar,6335.74879146
DKW1,DKW1,Wind Onshore,8316.273830310001
DKW1,DKW1,Other Non RES,111.89321319
DKW1,DKW1,Other RES,367.36714201999996
DKW1,DKW1,Biofuels,833.28821554
DKW1,DKW1,Wind Offshore,70880.261209
DKW1,DKW1H2R1,Solar,3702.05838981
DKW1,DKW1H2R1,Wind Onshore,4261.93972698
DKW1,DKW1H2R4,Solar,7106.4309021
DKW1,DKW1H2R4,Wind Onshore,455.62138316
DKW1,DKW1H2R4,Wind Offshore,49088.40125507
