node,nodeline,fuel,generation
DKW1,DKW1H2R4,Wind Onshore,212.59199072
DKW1,DKW1H2R4,Wind Offshore,10168.35245928
DKW1,DKW1HER4,Wind Onshore,567.09657698
DKW1,DKW1HER4,Wind Offshore,9371.803308949999
DKW1,DKW1RETE,Solar,4493.8506927
EE00,EE00,Solar,326.6709363
EE00,EE00,Wind Onshore,1325.41956237
EE00,EE00,Other Non RES,1303.37417481
EE00,EE00,Other RES,1032.89970285
EE00,EE00,Wind Offshore,5108.80570603
EE00,EE00,Biofuels,447.30134616
EE00,EE00RETE,Solar,445.49720587
ES00,ES00,Gas,23230.61828918
ES00,ES00,Hydro,37569.40365312
ES00,ES00,Solar,86358.69006604
ES00,ES00,Wind Onshore,107046.82467951
ES00,ES00,Other Non RES,18604.86947502
ES00,ES00,Other RES,7525.31437554
ES00,ES00,Wind Offshore,58378.752014100006
ES00,ES00H2R1,Solar,68088.23233645
ES00,ES00H2R1,Wind Onshore,43181.10396012
ES00,ES00H2R4,Solar,8894.40787383
ES00,ES00H2R4,Wind Onshore,4286.54863921
ES00,ES00H2R4,Wind Offshore,5041.95144402
ES00,ES00HER4,Solar,17127.96676425
ES00,ES00HER4,Wind Onshore,7887.9458874
ES00,ES00HER4,Wind Offshore,9372.85262038
ES00,ES00RETE,Solar,48077.60164324
FI00,FI00,Gas,3.045
FI00,FI00,Hydro,12470.14920616
FI00,FI00,Solar,1008.2182569
FI00,FI00,Wind Onshore,50940.01776779
FI00,FI00,Other Non RES,93.01744653
FI00,FI00,Other RES,11128.32730997
FI00,FI00,Wind Offshore,18034.52432906
FI00,FI00,Biofuels,2373.8164235599997
FI00,FI00,Nuclear,35247.46829992
FI00,FI00H2R1,Wind Onshore,49760.64410228
FI00,FI00H2R4,Wind Onshore,16988.14071022
FI00,FI00HER4,Wind Onshore,4538.84677832
FI00,FI00RETE,Solar,3264.59214998
FR00,FR00,Gas,7020.63375965
FR00,FR00,Hydro,58141.43280789
FR00,FR00,Solar,32874.07817595
FR00,FR00,Wind Onshore,105681.08269745001
FR00,FR00,Other Non RES,4282.47225107
FR00,FR00,Other RES,11627.425463340001
FR00,FR00,Wind Offshore,203035.53823938002
FR00,FR00,Nuclear,330527.08208848
FR00,FR00H2R1,Solar,75652.47539435
FR00,FR00H2R1,Wind Onshore,119172.44507392
FR00,FR00HER4,Solar,19413.57684625
FR00,FR00HER4,Wind Offshore,64278.79371232
FR00,FR00RETE,Solar,109122.07319343
FR00,FR15,Hydro,350.8372762
FR00,FR15,Solar,141.61009504
FR00,FR15,Wind Onshore,70.21419667
FR00,FR15,Other RES,23.66787756
GR00,GR00,Gas,14479.67774015
GR00,GR00,Hydro,7461.355148639999
GR00,GR00,Solar,4727.94898439
GR00,GR00,Wind Onshore,17094.60560538
GR00,GR00,Other RES,5027.38656923
GR00,GR00,Wind Offshore,17769.570991649998
GR00,GR00H2R1,Solar,14558.62137367
GR00,GR00H2R1,Wind Onshore,9203.49729985
GR00,GR00RETE,Solar,21076.06533589
GR03,GR03,Solar,643.8316101300001
GR03,GR03,Wind Onshore,20571.52311834
GR03,GR03,Oil,0.882
GR03,GR03,Wind Offshore,182.64108004
HR00,HR00,Hydro,8509.98443137
HR00,HR00,Solar,1410.61486849
HR00,HR00,Wind Onshore,6649.34757562
HR00,HR00,Other Non RES,1747.2
HR00,HR00,Other RES,2795.52
HR00,HR00H2R1,Solar,37.55739801
HR00,HR00H2R1,Wind Onshore,53.09839751
HR00,HR00RETE,Solar,899.36809125
HU00,HU00,Gas,1691.59672819
HU00,HU00,Hydro,223.18788462
HU00,HU00,Solar,7688.31671599
HU00,HU00,Wind Onshore,663.48476944
HU00,HU00,Other Non RES,1187.54071673
HU00,HU00,Other RES,2673.67961847
HU00,HU00,Nuclear,19383.08655773
HU00,HU00H2R1,Solar,11054.30987435
HU00,HU00H2R1,Wind Onshore,7849.83235783
HU00,HU00RETE,Solar,7989.99543243
IE00,IE00,Gas,6302.54761639
IE00,IE00,Hydro,1010.8465542900001
IE00,IE00,Solar,635.98728773
IE00,IE00,Wind Onshore,10814.29032796
IE00,IE00,Other Non RES,308.07239821
IE00,IE00,Other RES,825.10065814
IE00,IE00,Oil,3.30866569
IE00,IE00,Wind Offshore,42313.09658765
IE00,IE00,Biofuels,137.57440622
IE00,IE00H2R1,Solar,266.34072531
IE00,IE00H2R1,Wind Onshore,12543.282538270001
IE00,IE00H2R4,Wind Onshore,966.8550243
IE00,IE00H2R4,Wind Offshore,4213.721920280001
IE00,IE00RETE,Solar,434.856558
IT00,IT00,Gas,87332.61900148002
IT00,IT00,Hydro,55612.90049153001
IT00,IT00,Solar,43246.9724805
IT00,IT00,Wind Onshore,32382.903858840004
IT00,IT00,Other Non RES,13296.1490005
IT00,IT00,Other RES,22714.00329574
IT00,IT00,Wind Offshore,34989.23327147
IT00,IT00H2R1,Solar,67738.13796064002
IT00,IT00H2R1,Wind Onshore,16992.672495140003
IT00,IT00HER4,Solar,5025.75501669
IT00,IT00HER4,Wind Onshore,2558.94365006
IT00,IT00HER4,Wind Offshore,3006.93566752
IT00,IT00RETE,Solar,75702.11937392999
LT00,LT00,Gas,66.01003516
LT00,LT00,Hydro,1117.83950122
LT00,LT00,Solar,478.06396022
LT00,LT00,Wind Onshore,5733.10364055
LT00,LT00,Other Non RES,1172.27177128
LT00,LT00,Other RES,1842.74553127
LT00,LT00,Oil,2.7
LT00,LT00,Wind Offshore,9021.81742467
LT00,LT00H2R1,Wind Onshore,4988.85646801
LT00,LT00RETE,Solar,665.0190292
LUG1,LUG1,Hydro,119.14409451
LUG1,LUG1,Solar,163.14237582
LUG1,LUG1,Wind Onshore,966.0808013799999
LUG1,LUG1,Other Non RES,870.93251652
LUG1,LUG1,Other RES,687.4764374599999
LUG1,LUG1RETE,Solar,545.15239927
LUV1,LUV1,Hydro,341.90994037
LV00,LV00,Gas,92.27033954
LV00,LV00,Hydro,3134.95066658
LV00,LV00,Solar,183.75726406
LV00,LV00,Wind Onshore,632.5457818
LV00,LV00,Other RES,2540.74955865
LV00,LV00,Wind Offshore,7323.59414872
LV00,LV00H2R1,Wind Onshore,86.47976833
LV00,LV00RETE,Solar,83.5665151
ME00,ME00,Hydro,3739.3933186500003
ME00,ME00,Solar,981.93336168
ME00,ME00,Wind Onshore,2547.06955256
ME00,ME00,Other RES,428.064
MK00,MK00,Hydro,2954.52740654
MK00,MK00,Solar,1716.15005725
MK00,MK00,Wind Onshore,452.48382282
MK00,MK00,Other RES,239.1159426
MK00,MK00RETE,Solar,13.13629917
MT00,MT00,Gas,2121.5211148199996
MT00,MT00,Solar,536.56645537
MT00,MT00,Wind Onshore,1332.59683677
MT00,MT00,Wind Offshore,638.40231148
MT00,MT00RETE,Solar,260.1983016
NL00,NL00,Gas,68044.61659163999
NL00,NL00,Hydro,114.0260518
NL00,NL00,Solar,37373.78939628
NL00,NL00,Wind Onshore,20870.05605432
NL00,NL00,Other Non RES,1483.31451663
NL00,NL00,Other RES,1922.11625706
NL00,NL00,Wind Offshore,301278.36247782
NL00,NL00H2R1,Solar,6272.48062347
NL00,NL00H2R1,Wind Onshore,15880.99894917
NL00,NL00H2R4,Wind Onshore,611.98852493
NL00,NL00H2R4,Wind Offshore,4936.6922631
NL00,NL00HER4,Wind Onshore,784.90060716
NL00,NL00HER4,Wind Offshore,4666.22741146
NL00,NL00RETE,Solar,34680.5205857
NOM1,NOM1,Hydro,19181.80699738
NOM1,NOM1,Solar,78.96859172
NOM1,NOM1,Wind Onshore,12215.750022619999
NOM1,NOM1,Other Non RES,171.89265696
NON1,NON1,Hydro,21306.71970013
NON1,NON1,Wind Onshore,15210.12516606
NON1,NON1,Other Non RES,1657.83941626
NON1,NON1,Other RES,0.25443
NOS0,NOS0,Hydro,95665.36029265
NOS0,NOS0,Solar,45.26168494
NOS0,NOS0,Wind Onshore,16767.3164377
NOS0,NOS0,Other Non RES,433.29562938
NOS0,NOS0,Wind Offshore,18856.60085754
PL00,PL00,Gas,28723.852126820002
PL00,PL00,Hydro,2857.77997198
PL00,PL00,Solar,3930.00456606
PL00,PL00,Wind Onshore,18424.77330409
PL00,PL00,Other Non RES,12662.731487690002
PL00,PL00,Other RES,1865.09840597
PL00,PL00,Wind Offshore,75209.04598024
PL00,PL00,Nuclear,62815.86990574
PL00,PL00H2R1,Solar,3679.05556691
PL00,PL00H2R1,Wind Onshore,32619.32977822
PL00,PL00H2R4,Solar,456.17698659
PL00,PL00H2R4,Wind Onshore,1856.74831209
PL00,PL00H2R4,Wind Offshore,3279.07739144
PL00,PL00HER4,Solar,244.39023683
PL00,PL00HER4,Wind Onshore,1244.1665144
PL00,PL00HER4,Wind Offshore,4327.4696689
PL00,PL00RETE,Solar,12909.49106373
PT00,PT00,Gas,5687.11980321
PT00,PT00,Hydro,13618.26882064
PT00,PT00,Solar,12783.099543479999
PT00,PT00,Wind Onshore,26010.83448944
PT00,PT00,Other Non RES,2121.09003657
PT00,PT00,Other RES,5744.62576361
PT00,PT00,Wind Offshore,2889.05813648
PT00,PT00H2R1,Solar,19374.66816285
PT00,PT00H2R1,Wind Onshore,25242.86612331
PT00,PT00H2R4,Solar,2398.4530034
PT00,PT00H2R4,Wind Onshore,2002.34325236
PT00,PT00H2R4,Wind Offshore,300.47804664
PT00,PT00RETE,Solar,5441.47708255
RO00,RO00,Gas,12560.021333100001
RO00,RO00,Hydro,19243.80958329
RO00,RO00,Solar,3018.909282
RO00,RO00,Wind Onshore,11232.35753346
RO00,RO00,Other RES,1918.94523213
RO00,RO00,Nuclear,21803.33672202
RO00,RO00H2R1,Solar,1823.66236747
RO00,RO00H2R1,Wind Onshore,8935.33133065
RO00,RO00RETE,Solar,4840.70994827
RS00,RS00,Gas,780.89165173
RS00,RS00,Hydro,12907.432028030002
RS00,RS00,Solar,305.06339923
RS00,RS00,Wind Onshore,10300.26998365
RS00,RS00,Other RES,1741.0764134400001
SE01,SE01,Hydro,18798.76242406
SE01,SE01,Solar,161.98182274
SE01,SE01,Wind Onshore,2938.71254298
SE01,SE01,Other RES,857.61146048
SE01,SE01,Wind Offshore,2004.06401286
SE01,SE01H2R1,Wind Onshore,101.89829931
SE01,SE01RETE,Solar,251.70201389
SE02,SE02,Hydro,38832.24703813
SE02,SE02,Solar,274.74184946
SE02,SE02,Wind Onshore,7597.00858105
SE02,SE02,Other RES,2674.87224023
SE02,SE02,Wind Offshore,3492.9935295
SE02,SE02H2R1,Wind Onshore,3738.63670954
SE02,SE02RETE,Solar,506.38608332
SE03,SE03,Gas,3.45672076
SE03,SE03,Hydro,13074.47193799
SE03,SE03,Solar,1492.64652804
SE03,SE03,Wind Onshore,29136.6222024
SE03,SE03,Other RES,8439.17015417
SE03,SE03,Wind Offshore,21941.92270843
SE03,SE03,Nuclear,23909.75133772
SE03,SE03H2R1,Wind Onshore,7733.74396683
SE03,SE03RETE,Solar,3708.52122097
SE04,SE04,Hydro,1209.42907999
SE04,SE04,Solar,428.71127542
SE04,SE04,Wind Onshore,7694.92048187
SE04,SE04,Other RES,3060.23806668
SE04,SE04,Wind Offshore,6361.48419595
SE04,SE04H2R1,Wind Onshore,13944.97202007
SE04,SE04RETE,Solar,1037.87066665
SI00,SI00,Gas,334.34305914000004
SI00,SI00,Hydro,5942.96603131
SI00,SI00,Solar,2505.83610384
SI00,SI00,Wind Onshore,394.11075865
SI00,SI00,Other Non RES,1659.84
SI00,SI00,Other RES,882.336
SI00,SI00,Nuclear,14658.62722411
SI00,SI00H2R1,Solar,55.23720142
SI00,SI00RETE,Solar,3679.77868478
SK00,SK00,Gas,610.61286413
SK00,SK00,Hydro,2442.5902722
SK00,SK00,Solar,563.59167754
SK00,SK00,Wind Onshore,787.19748583
SK00,SK00,Other Non RES,703.30251595
SK00,SK00,Other RES,2848.2856718599996
SK00,SK00,Biofuels,1669.8371959899998
SK00,SK00,Nuclear,25441.40189454
SK00,SK00H2R1,Solar,60.01214121
SK00,SK00H2R1,Wind Onshore,25.7084412
SK00,SK00RETE,Solar,784.12909492
TR00,TR00,Gas,225844.58341448
TR00,TR00,Hydro,82255.06046653
TR00,TR00,Solar,76555.81258668
TR00,TR00,Wind Onshore,116739.02796774
TR00,TR00,Other Non RES,8345.28463824
TR00,TR00,Other RES,28182.09023951
TR00,TR00,Oil,466.0898112
UA01,UA01,Gas,2.57424007
UA01,UA01,Hydro,270.22720243
UA01,UA01,Solar,947.98626227
UA01,UA01,Wind Onshore,466.22262107
UK00,UK00,Gas,12335.483843299999
UK00,UK00,Hydro,6486.035841960001
UK00,UK00,Solar,11562.0803321
UK00,UK00,Wind Onshore,117612.06264727
UK00,UK00,Other Non RES,1418.11272691
UK00,UK00,Other RES,43372.359785270004
UK00,UK00,Oil,0.354
UK00,UK00,Wind Offshore,357578.26201794005
UK00,UK00,Nuclear,104962.03729149
UK00,UK00H2R1,Solar,3413.78829067
UK00,UK00H2R1,Wind Onshore,16656.141905970002
UK00,UK00H2R4,Wind Offshore,15912.95448432
UK00,UK00HER4,Wind Offshore,10813.30019953
UK00,UK00RETE,Solar,47504.27440115
UKNI,UKNI,Gas,1079.44517312
UKNI,UKNI,Hydro,49.04709302
UKNI,UKNI,Solar,139.63052567
UKNI,UKNI,Wind Onshore,3231.35134628
UKNI,UKNI,Other Non RES,73.6335516
UKNI,UKNI,Other RES,16911.7074528
UKNI,UKNI,Wind Offshore,6001.825358640001
UKNI,UKNI,Biofuels,99.6298295
UKNI,UKNIH2R1,Solar,66.70620133
UKNI,UKNIH2R1,Wind Onshore,3241.30529907
UKNI,UKNIRETE,Solar,84.87411915
