node,nodeline,fuel,generation
AL00,AL00,Gas,762.89591918
AL00,AL00,Hydro,12668.492502149998
AL00,AL00,Solar,2200.10034053
AL00,AL00,Wind Onshore,4764.36917857
AT00,AT00,Hydro,50434.07062194
AT00,AT00,Solar,12826.28916164
AT00,AT00,Wind Onshore,36606.56277826
AT00,AT00,Other Non RES,8262.30226298
AT00,AT00,Other RES,3249.42385033
AT00,AT00H2R1,Solar,13951.06367057
AT00,AT00H2R1,Wind Onshore,28591.30486499
AT00,AT00RETE,Solar,26564.53723624
BA00,BA00,Hydro,5223.1153011900005
BA00,BA00,Solar,3930.7668475
BA00,BA00,Wind Onshore,5931.4031102
BE00,BE00,Gas,17707.3436747
BE00,BE00,Hydro,1134.89671927
BE00,BE00,Solar,6817.86777891
BE00,BE00,Wind Onshore,14951.44145025
BE00,BE00,Other Non RES,1521.85671121
BE00,BE00,Other RES,2242.83835327
BE00,BE00,Oil,11.44
BE00,BE00,Wind Offshore,27087.17651779
BE00,BE00,Biofuels,1151.99423718
BE00,BE00H2R1,Solar,3780.68054351
BE00,BE00H2R1,Wind Onshore,12764.67639355
BE00,BE00RETE,Solar,18889.02304497
BG00,BG00,Gas,3393.17622314
BG00,BG00,Hydro,5309.56012628
BG00,BG00,Solar,1796.39064386
BG00,BG00,Wind Onshore,1780.70456589
BG00,BG00,Other RES,1190.89405664
BG00,BG00,Wind Offshore,2001.9129709
BG00,BG00,Nuclear,16462.32483983
BG00,BG00H2R1,Solar,6538.48522821
BG00,BG00H2R1,Wind Onshore,15142.80011698
BG00,BG00RETE,Solar,8452.95011847
CH00,CH00,Hydro,37191.11674881
CH00,CH00,Wind Onshore,1108.30691552
CH00,CH00,Other Non RES,999.99999976
CH00,CH00,Other RES,8736
CY00,CY00,Gas,1062.46192131
CY00,CY00,Solar,3437.9574272199998
CY00,CY00,Wind Onshore,483.92168033999997
CY00,CY00,Other RES,61.38355115
CY00,CY00RETE,Solar,88.1587255
CZ00,CZ00,Gas,5821.09341781
CZ00,CZ00,Hydro,3154.2978950899997
CZ00,CZ00,Solar,4528.75889727
CZ00,CZ00,Wind Onshore,9169.79754964
CZ00,CZ00,Other Non RES,5530.76525617
CZ00,CZ00,Other RES,4354.12430961
CZ00,CZ00,Nuclear,17884.22871122
CZ00,CZ00H2R1,Solar,10879.66145924
CZ00,CZ00H2R1,Wind Onshore,29416.78290387
CZ00,CZ00RETE,Solar,3269.60788371
DE00,DE00,Gas,46858.02281725
DE00,DE00,Hydro,31602.9552283
DE00,DE00,Solar,60045.37814128
DE00,DE00,Wind Onshore,157567.58887722
DE00,DE00,Other Non RES,46214.82394782
DE00,DE00,Other RES,48465.32823778
DE00,DE00,Oil,13.32639333
DE00,DE00,Wind Offshore,284288.56981169997
DE00,DE00H2R1,Wind Onshore,186773.8068045
DE00,DE00H2R4,Wind Onshore,2999.404261
DE00,DE00H2R4,Wind Offshore,13995.53496929
DE00,DE00HER4,Wind Onshore,2941.70224538
DE00,DE00HER4,Wind Offshore,12714.29648847
DE00,DE00RETE,Solar,73724.9760773
DKE1,DKE1,Gas,46.268831670000004
DKE1,DKE1,Solar,1667.97416517
DKE1,DKE1,Wind Onshore,5874.11642856
DKE1,DKE1,Other Non RES,40.36173253
DKE1,DKE1,Other RES,59.72918938
DKE1,DKE1,Oil,3.88836
DKE1,DKE1,Wind Offshore,25816.75886839
DKE1,DKE1,Biofuels,1095.3094564
DKE1,DKE1H2R1,Solar,31.77609756
DKE1,DKE1H2R1,Wind Onshore,101.89791463
DKE1,DKE1H2R4,Wind Offshore,5280.7452188
DKE1,DKE1HER4,Wind Offshore,4134.97388088
DKE1,DKE1RETE,Solar,2551.35686017
DKW1,DKW1,Gas,106.43804621
DKW1,DKW1,Solar,2503.91576753
DKW1,DKW1,Wind Onshore,5502.8550724100005
DKW1,DKW1,Other Non RES,105.04435748
DKW1,DKW1,Other RES,354.95371411
DKW1,DKW1,Oil,10.47823333
DKW1,DKW1,Wind Offshore,107941.34390663
DKW1,DKW1,Biofuels,992.2014205
DKW1,DKW1H2R1,Solar,714.74016915
DKW1,DKW1H2R1,Wind Onshore,2730.26746454
DKW1,DKW1H2R4,Wind Onshore,200.71878876
DKW1,DKW1H2R4,Wind Offshore,10646.44186758
DKW1,DKW1HER4,Wind Onshore,604.81560437
DKW1,DKW1HER4,Wind Offshore,9818.1424899
DKW1,DKW1RETE,Solar,4529.52197851
EE00,EE00,Solar,324.92623068
EE00,EE00,Wind Onshore,1698.31172814
EE00,EE00,Other Non RES,1272.72453608
EE00,EE00,Other RES,1004.74330862
EE00,EE00,Wind Offshore,6003.746563080001
EE00,EE00,Biofuels,239.65864175
EE00,EE00RETE,Solar,450.92915143
ES00,ES00,Gas,23307.10516786
ES00,ES00,Hydro,35180.5971683
ES00,ES00,Solar,85354.51089894
ES00,ES00,Wind Onshore,109626.68603114001
ES00,ES00,Other Non RES,18544.10763483
ES00,ES00,Other RES,7487.34597809
ES00,ES00,Wind Offshore,59189.53552829
ES00,ES00H2R1,Solar,68089.8207176
ES00,ES00H2R1,Wind Onshore,44514.28448518
ES00,ES00H2R4,Solar,8889.73025745
ES00,ES00H2R4,Wind Onshore,4445.54206739
ES00,ES00H2R4,Wind Offshore,5105.34170855
ES00,ES00HER4,Solar,17146.24735483
ES00,ES00HER4,Wind Onshore,8155.41981273
ES00,ES00HER4,Wind Offshore,9504.56914562
ES00,ES00RETE,Solar,48019.6791622
FI00,FI00,Gas,1.74
FI00,FI00,Hydro,13803.44737284
FI00,FI00,Solar,966.64353932
FI00,FI00,Wind Onshore,59919.04809364
FI00,FI00,Other Non RES,86.57198234
FI00,FI00,Other RES,10679.965570620001
FI00,FI00,Wind Offshore,21593.24499834
FI00,FI00,Biofuels,1460.14978032
FI00,FI00,Nuclear,29617.57230162
FI00,FI00H2R1,Wind Onshore,56164.9889048
FI00,FI00H2R4,Wind Onshore,18944.28464543
FI00,FI00HER4,Wind Onshore,5218.5800155
FI00,FI00RETE,Solar,3200.96299917
FR00,FR00,Gas,6613.18977739
FR00,FR00,Hydro,76528.34584444
FR00,FR00,Solar,32286.82272415
FR00,FR00,Wind Onshore,112536.00278532002
FR00,FR00,Other Non RES,4282.55701992
FR00,FR00,Other RES,11666.789839550001
FR00,FR00,Wind Offshore,207795.20977587
FR00,FR00,Nuclear,309241.40055611
FR00,FR00H2R1,Solar,73003.2373915
FR00,FR00H2R1,Wind Onshore,124874.5419295
FR00,FR00HER4,Solar,19002.50437223
FR00,FR00HER4,Wind Offshore,65906.9814384
FR00,FR00RETE,Solar,107349.46236516
FR00,FR15,Hydro,239.08255655000002
FR00,FR15,Solar,189.95520577
FR00,FR15,Wind Onshore,89.95515897
FR00,FR15,Other RES,28.43563975
GR00,GR00,Gas,14253.04604094
GR00,GR00,Hydro,7602.82597103
GR00,GR00,Solar,4785.0250794
GR00,GR00,Wind Onshore,17536.09812989
GR00,GR00,Other RES,5028.505811319999
GR00,GR00,Wind Offshore,17175.20553389
GR00,GR00H2R1,Solar,14609.8572135
GR00,GR00H2R1,Wind Onshore,9586.31207094
GR00,GR00RETE,Solar,20563.05098339
GR03,GR03,Solar,690.65607059
GR03,GR03,Wind Onshore,19105.76100051
GR03,GR03,Oil,5.65748689
GR03,GR03,Wind Offshore,176.57066572000002
HR00,HR00,Hydro,8045.379366539999
HR00,HR00,Solar,1412.19995623
HR00,HR00,Wind Onshore,6414.7012718000005
HR00,HR00,Other Non RES,1747.2
HR00,HR00,Other RES,2795.52
HR00,HR00H2R1,Solar,38.24322503
HR00,HR00H2R1,Wind Onshore,52.98798204
HR00,HR00RETE,Solar,894.37437513
HU00,HU00,Gas,1530.54084637
HU00,HU00,Hydro,215.73221154
HU00,HU00,Solar,7432.47737374
HU00,HU00,Wind Onshore,699.08658109
HU00,HU00,Other Non RES,1091.70612746
HU00,HU00,Other RES,2673.67961847
HU00,HU00,Nuclear,19423.10697411
HU00,HU00H2R1,Solar,10992.70061526
HU00,HU00H2R1,Wind Onshore,8263.4617763
HU00,HU00RETE,Solar,7732.25782748
IE00,IE00,Gas,5824.18693965
IE00,IE00,Hydro,917.86298685
IE00,IE00,Solar,648.55502299
IE00,IE00,Wind Onshore,10986.79220351
IE00,IE00,Other Non RES,298.65002158
IE00,IE00,Other RES,799.36565989
IE00,IE00,Oil,7.452
IE00,IE00,Wind Offshore,42202.13246944
IE00,IE00,Biofuels,117.91696861
IE00,IE00H2R1,Solar,275.61652675
IE00,IE00H2R1,Wind Onshore,12292.17474187
IE00,IE00H2R4,Wind Onshore,978.47264569
IE00,IE00H2R4,Wind Offshore,4224.22765673
IE00,IE00RETE,Solar,451.91363499
IT00,IT00,Gas,81837.01043648999
IT00,IT00,Hydro,54012.549635790005
IT00,IT00,Solar,44054.34284244
IT00,IT00,Wind Onshore,32985.37263667
IT00,IT00,Other Non RES,13283.87697772
IT00,IT00,Other RES,22701.18363627
IT00,IT00,Wind Offshore,34399.59754172
IT00,IT00H2R1,Solar,69285.99077500001
IT00,IT00H2R1,Wind Onshore,16526.49019643
IT00,IT00HER4,Solar,5137.47686774
IT00,IT00HER4,Wind Onshore,2465.9621865999998
IT00,IT00HER4,Wind Offshore,2987.61760581
IT00,IT00RETE,Solar,76444.78630117001
LT00,LT00,Gas,46.10939407
LT00,LT00,Hydro,1256.43165047
LT00,LT00,Solar,474.96970969
LT00,LT00,Wind Onshore,6630.59907661
LT00,LT00,Other Non RES,1155.00737737
LT00,LT00,Other RES,1813.22048228
LT00,LT00,Oil,11.925
LT00,LT00,Wind Offshore,9694.80877723
LT00,LT00H2R1,Wind Onshore,5524.08500977
LT00,LT00RETE,Solar,666.08945491
LUG1,LUG1,Hydro,127.69227136
LUG1,LUG1,Solar,157.19148431
LUG1,LUG1,Wind Onshore,1029.84821729
LUG1,LUG1,Other Non RES,869.92353303
LUG1,LUG1,Other RES,685.94780121
LUG1,LUG1RETE,Solar,543.3656909
LUV1,LUV1,Hydro,323.54478486
LV00,LV00,Gas,65.95807265
LV00,LV00,Hydro,2681.6624402
LV00,LV00,Solar,182.42531692
LV00,LV00,Wind Onshore,754.7354213899999
LV00,LV00,Other RES,2477.95477738
LV00,LV00,Wind Offshore,7968.86244404
LV00,LV00H2R1,Wind Onshore,93.240817
LV00,LV00RETE,Solar,85.46162463
ME00,ME00,Hydro,3207.90885181
ME00,ME00,Solar,990.65773237
ME00,ME00,Wind Onshore,2567.69106475
ME00,ME00,Other RES,427.672
MK00,MK00,Hydro,2888.60141763
MK00,MK00,Solar,1752.81029717
MK00,MK00,Wind Onshore,474.0391984
MK00,MK00,Other RES,239.1159426
MK00,MK00RETE,Solar,13.41691559
MT00,MT00,Gas,2079.9878981399997
MT00,MT00,Solar,533.06875742
MT00,MT00,Wind Onshore,1307.82782283
MT00,MT00,Wind Offshore,636.16017
MT00,MT00RETE,Solar,257.24594261
NL00,NL00,Gas,63155.832140599996
NL00,NL00,Hydro,98.03558448
NL00,NL00,Solar,37923.40255094
NL00,NL00,Wind Onshore,20635.35968665
NL00,NL00,Other Non RES,1417.69946526
NL00,NL00,Other RES,1842.01543945
NL00,NL00,Wind Offshore,311391.29606175
NL00,NL00H2R1,Solar,6423.88157275
NL00,NL00H2R1,Wind Onshore,16064.95699109
NL00,NL00H2R4,Wind Onshore,525.09640565
NL00,NL00H2R4,Wind Offshore,5108.12239713
NL00,NL00HER4,Wind Onshore,690.1522601
NL00,NL00HER4,Wind Offshore,4848.01887486
NL00,NL00RETE,Solar,36233.78798538
NOM1,NOM1,Hydro,20670.43154247
NOM1,NOM1,Solar,76.29868154
NOM1,NOM1,Wind Onshore,12764.479847500003
NOM1,NOM1,Other Non RES,168.94163873
NON1,NON1,Hydro,26386.74791622
NON1,NON1,Wind Onshore,14909.83999323
NON1,NON1,Other Non RES,1598.29776244
NON1,NON1,Other RES,0.24375
NOS0,NOS0,Hydro,102489.27731467
NOS0,NOS0,Solar,46.25468106
NOS0,NOS0,Wind Onshore,17506.20346641
NOS0,NOS0,Other Non RES,427.95
NOS0,NOS0,Wind Offshore,19619.851286309997
PL00,PL00,Gas,25171.75160611
PL00,PL00,Hydro,2978.71025034
PL00,PL00,Solar,3786.74192573
PL00,PL00,Wind Onshore,20625.685233919998
PL00,PL00,Other Non RES,11579.37602583
PL00,PL00,Other RES,1809.1472450400001
PL00,PL00,Wind Offshore,80012.25837196001
PL00,PL00,Nuclear,56768.39314913
PL00,PL00H2R1,Solar,3439.16509298
PL00,PL00H2R1,Wind Onshore,35700.42265958
PL00,PL00H2R4,Solar,438.39447676
